Objeto;Denomin.;Familia;Espesor;Ancho;kerf;PrecodPP;Escuadria;Status
1209852;PPCCPPARGSESD 18x92x 3+3+3;CP;18.0;92.0;3+3+3;CP1892;CP 18x92;True
1209864;PPCCPCHRGSEG1 17x140x1014 518;CP;17.0;140.0;;CP18146;CP 17x140;True
1209865;PPCCPCHRGSEG1 17x140x936 516;CP;17.0;140.0;;CP18146;CP 17x140;True
1209881;PPCCPPARGVESD 19x132x 4+4+4;CP;19.0;132.0;4+4+4;CP19132;CP 19x132;True
1209882;PPCCPPARGSESD 19x132x 4+4+4;CP;19.0;132.0;4+4+4;CP19132;CP 19x132;True
1209884;PPCCPUSRGVESD 18x104x 4+4+4;CP;18.0;104.0;4+4+4;CP18104;CP 18x104;True
1209885;PPCCPUSRGSESD 18x104x 4+4+4;CP;18.0;104.0;4+4+4;CP18104;CP 18x104;True
1209887;PPCCPUSRGVESD 18x104x3+3+3;CP;18.0;104.0;3+3+3;CP18104;CP 18x104;True
1209890;PPCCPUSRGSESD 18x104x3+3+3;CP;18.0;104.0;3+3+3;CP18104;CP 18x104;True
1209892;PPCCPUSRGVESD 18x104x11;CP;18.0;104.0;;CP18104;CP 18x104;True
1209894;PPCCPUSRGSESD 18x104x11;CP;18.0;104.0;;CP18104;CP 18x104;True
1209896;PPCCPUSRGVESD 18x83x11;CP;18.0;83.0;;CP1883;CP 18x83;True
1209897;PPCCPUSRGSESD 18x83x11;CP;18.0;83.0;;CP1883;CP 18x83;True
1209922;PPCCPUSRGVESD 16x92x3+3+3;CP;16.0;92.0;3+3+3;CP1692;CP 16x92;True
1209923;PPCCPUSRGSESD 16x92x3+3+3;CP;16.0;92.0;3+3+3;CP1692;CP 16x92;True
1209926;PPCCPUSRGVESD 16x146x3+3+3;CP;16.0;146.0;3+3+3;CP16146;CP 16x146;True
1209927;PPCCPUSRGSESD 16x146x3+3+3;CP;16.0;146.0;3+3+3;CP16146;CP 16x146;True
1209957;PPCCPPARGVESD 20x129x3+3+3;CP;20.0;129.0;3+3+3;CP20129;CP 20x129;True
1209958;PPCCPPARGSESD 20x129x3+3+3;CP;20.0;129.0;3+3+3;CP20129;CP 20x129;True
1209964;PPCCPPARGVESD 18x104x (4+4)+(4+4);CP;18.0;104.0;4+4+4;CP18104;CP 18x104;True
1209965;PPCCPPARGSESD 18x104x (4+4)+(4+4);CP;18.0;104.0;4+4+4;CP18104;CP 18x104;True
1209976;PPCCPUSRGVESD 18x83x4475;CP;18.0;83.0;;CP1883;CP 18x83;True
1209977;PPCCPUSRGSESD 18x83x4475;CP;18.0;83.0;;CP1883;CP 18x83;True
1209979;PPCCPUSRGVESD 18x104x4475;CP;18.0;104.0;;CP18104;CP 18x104;True
1209980;PPCCPUSRGSESD 18x104x4475;CP;18.0;104.0;;CP18104;CP 18x104;True
1209981;PPCCPPARGVESD 20x90x4+4+4;CP;20.0;90.0;4+4+4;CP2090;CP 20x90;True
1209982;PPCCPPARGSESD 20x90x4+4+4;CP;20.0;90.0;4+4+4;CP2090;CP 20x90;True
1209986;PPCCPPARGVESD 20x78x4+4+4;CP;20.0;78.0;4+4+4;CP2078;CP 20x78;True
1209987;PPCCPPARGSESD 20x78x4+4+4;CP;20.0;78.0;4+4+4;CP2078;CP 20x78;True
1210061;PPCCPPARGVESD 16x89 x 4+4+4;CP;16.0;89.0;4+4+4;CP1689;CP 16x89;True
1210062;PPCCPPARGSESD 16x89 x 4+4+4;CP;16.0;89.0;4+4+4;CP1689;CP 16x89;True
1210064;PPCCPPARGVESD 16x89x11;CP;16.0;89.0;;CP1689;CP 16x89;True
1210065;PPCCPPARGSESD 16x89x11;CP;16.0;89.0;;CP1689;CP 16x89;True
1210067;PPCCPPARGVESD 16x140x15;CP;16.0;140.0;;CP16140;CP 16x140;True
1210069;PPCCPPARGSESD 16x140x15;CP;16.0;140.0;;CP16140;CP 16x140;True
1210081;PPCCPPARGVESD 16x140x3+3+3;CP;16.0;140.0;3+3+3;CP16140;CP 16x140;True
1210082;PPCCPPARGSESD 16x140x3+3+3;CP;16.0;140.0;3+3+3;CP16140;CP 16x140;True
1210089;PPCCPPARGVESD 18x89x3+3+3;CP;18.0;89.0;3+3+3;CP1889;CP 18x89;True
1210090;PPCCPPARGSESD 18x89x3+3+3;CP;18.0;89.0;3+3+3;CP1889;CP 18x89;True
1210091;PPCCPPARGVESD 18x130x3+3+3;CP;18.0;130.0;3+3+3;CP18130;CP 18x130;True
1210092;PPCCPPARGSESD 18x130x3+3+3;CP;18.0;130.0;3+3+3;CP18130;CP 18x130;True
1210094;PPCCPPARGSESD 35x89x4+4+4;CP;35.0;89.0;4+4+4;CP3589;CP 35x89;True
1210095;PPCCPPARGVESD 35x89x4+4+4;CP;35.0;89.0;4+4+4;CP3589;CP 35x89;True
1210101;PPCCPPARGVESD 16x130x15;CP;16.0;130.0;;CP16130;CP 16x130;True
1210102;PPCCPPARGSESD 16x130x15;CP;16.0;130.0;;CP16130;CP 16x130;True
1210107;PPCCPPARGVESD 16x89x15;CP;16.0;89.0;;CP1689;CP 16x89;True
1210108;PPCCPPARGSESD 16x89x15;CP;16.0;89.0;;CP1689;CP 16x89;True
1210131;PPCCPPARGVESD 20x129x4+4+4;CP;20.0;129.0;4+4+4;CP20129;CP 20x129;True
1210132;PPCCPPARGSESD 20x129x4+4+4;CP;20.0;129.0;4+4+4;CP20129;CP 20x129;True
1209731;PPLMUMXRGVESD 23x151xRL;MU;23.0;151.0;;MU23151;MUX 23x151;True
1209732;PPLMUMXRGSESD 23x151xRL;MU;23.0;151.0;;MU23151;MUX 23x151;True
1209733;PPLMUMXRGVESD 38x151xRL;MU;38.0;151.0;;MU38151;MUX 38x151;True
1209734;PPLMUMXRGSESD 38x151xRL;MU;38.0;151.0;;MU38151;MUX 38x151;True
1209735;PPLMUMXRGVESD 38x201xRL;MU;38.0;201.0;;MU38201;MUX 38x201;True
1209736;PPLMUMXRGSESD 38x201xRL;MU;38.0;201.0;;MU38201;MUX 38x201;True
1209737;PPLMUMXRGVESD 23x149xRL;MU;23.0;149.0;;MU23149;MUX 23x149;True
1209738;PPLMUMXRGSESD 23x149xRL;MU;23.0;149.0;;MU23149;MUX 23x149;True
1209739;PPLMUMXRGVESD 38x203xRL;MU;38.0;203.0;;MU38203;MUX 38x203;True
1209740;PPLMUMXRGSESD 38x203xRL;MU;38.0;203.0;;MU38203;MUX 38x203;True
1209742;PPLMUMXRGVESD 23x201xRL;MU;23.0;201.0;;MU23201;MUX 23x201;True
1209743;PPLMUMXRGSESD 23x201xRL;MU;23.0;201.0;;MU23201;MUX 23x201;True
1209744;PPLMUMXRGVESD 37x98xRL;MU;37.0;98.0;;MU3798;MUX 37x98;True
1209745;PPLMUMXRGSESD 37x98xRL;MU;37.0;98.0;;MU3798;MUX 37x98;True
1205842;PPLMUPRRGVESD 23x77xRL;MU;23.0;77.0;;MU23;MU 23x77;True
1205843;PPLMUPRRGSESD 23x77xRL;MU;23.0;77.0;;MU23;MU 23x77;True
1205844;PPLMUPRRGVESD 23x95xRL;MU;23.0;95.0;;MU23;MU 23x95;True
1205845;PPLMUPRRGVESD 23x104xRL;MU;23.0;104.0;;MU23;MU 23x104;True
1205846;PPLMUPRRGVESD 23x129xRL;MU;23.0;129.0;;MU23;MU 23x129;True
1205847;PPLMUPRRGVESD 23x150xRL;MU;23.0;150.0;;MU23;MU 23x150;True
1205848;PPLMUPRRGVESD 23x194xRL;MU;23.0;194.0;;MU23;MU 23x194;True
1205849;PPLMUPRRGVESD 23x202xRL;MU;23.0;202.0;;MU23;MU 23x202;True
1205850;PPLMUPRRGVESD 26x77xRL;MU;26.0;77.0;;MU26;MU 26x77;True
1205851;PPLMUPRRGVESD 26x95xRL;MU;26.0;95.0;;MU26;MU 26x95;True
1205852;PPLMUPRRGVESD 26x104xRL;MU;26.0;104.0;;MU26;MU 26x104;True
1205853;PPLMUPRRGVESD 26x129xRL;MU;26.0;129.0;;MU26;MU 26x129;True
1205854;PPLMUPRRGVESD 26x150xRL;MU;26.0;150.0;;MU26;MU 26x150;True
1205856;PPLMUPRRGVESD 26x194xRL;MU;26.0;194.0;;MU26;MU 26x194;True
1205857;PPLMUPRRGVESD 26x202xRL;MU;26.0;202.0;;MU26;MU 26x202;True
1205858;PPLMUPRRGSESD 23x95xRL;MU;23.0;95.0;;MU23;MU 23x95;True
1205859;PPLMUPRRGSESD 23x104xRL;MU;23.0;104.0;;MU23;MU 23x104;True
1205860;PPLMUPRRGSESD 23x129xRL;MU;23.0;129.0;;MU23;MU 23x129;True
1205861;PPLMUPRRGSESD 23x150xRL;MU;23.0;150.0;;MU23;MU 23x150;True
1205862;PPLMUPRRGSESD 23x194xRL;MU;23.0;194.0;;MU23;MU 23x194;True
1205863;PPLMUPRRGSESD 23x202xRL;MU;23.0;202.0;;MU23;MU 23x202;True
1205864;PPLMUPRRGSESD 26x77xRL;MU;26.0;77.0;;MU26;MU 26x77;True
1205865;PPLMUPRRGSESD 26x95xRL;MU;26.0;95.0;;MU26;MU 26x95;True
1205866;PPLMUPRRGSESD 26x104xRL;MU;26.0;104.0;;MU26;MU 26x104;True
1205867;PPLMUPRRGSESD 26x129xRL;MU;26.0;129.0;;MU26;MU 26x129;True
1205868;PPLMUPRRGSESD 26x150xRL;MU;26.0;150.0;;MU26;MU 26x150;True
1205869;PPLMUPRRGSESD 26x194xRL;MU;26.0;194.0;;MU26;MU 26x194;True
1205870;PPLMUPRRGSESD 26x202xRL;MU;26.0;202.0;;MU26;MU 26x202;True
1205884;PPLMUPRRGVESD 23x148xRL;MU;23.0;148.0;;MU23;MU 23x148;True
1205885;PPLMUPRRGVESD 26x148xRL;MU;26.0;148.0;;MU26;MU 26x148;True
1205886;PPLMUPRRGVESD 23x98xRL;MU;23.0;98.0;;MU23;MU 23x98;True
1205887;PPLMUPRRGVESD 26x98xRL;MU;26.0;98.0;;MU26;MU 26x98;True
1205888;PPLMUPRRGVESD 23x157xRL;MU;23.0;157.0;;MU23;MU 23x157;True
1205889;PPLMUPRRGVESD 26x157xRL;MU;26.0;157.0;;MU26;MU 26x157;True
1205890;PPLMUPRRGSESD 23x157xRL;MU;23.0;157.0;;MU23;MU 23x157;True
1205891;PPLMUPRRGSESD 23x148xRL;MU;23.0;148.0;;MU23;MU 23x148;True
1205892;PPLMUPRRGSESD 26x148xRL;MU;26.0;148.0;;MU26;MU 26x148;True
1205893;PPLMUPRRGSESD 23x98xRL;MU;23.0;98.0;;MU23;MU 23x98;True
1205894;PPLMUPRRGSESD 26x98xRL;MU;26.0;98.0;;MU26;MU 26x98;True
1205901;PPLMUPRRGSESD 26x157xRL;MU;26.0;157.0;;MU26;MU 26x157;True
1205902;PPLMUPRRGVESD 38x77xRL;MU;38.0;77.0;;MU38;MU 38x77;True
1205903;PPLMUPRRGVESD 38x95xRL;MU;38.0;95.0;;MU38;MU 38x95;True
1205904;PPLMUPRRGVESD 38x98xRL;MU;38.0;98.0;;MU38;MU 38x98;True
1205905;PPLMUPRRGVESD 38x104xRL;MU;38.0;104.0;;MU38;MU 38x104;True
1205906;PPLMUPRRGVESD 38x129xRL;MU;38.0;129.0;;MU38;MU 38x129;True
1205913;PPLMUPRRGVESD 38x148xRL;MU;38.0;148.0;;MU38;MU 38x148;True
1205914;PPLMUPRRGVESD 38x150xRL;MU;38.0;150.0;;MU38;MU 38x150;True
1205915;PPLMUPRRGVESD 38x194xRL;MU;38.0;194.0;;MU38;MU 38x194;True
1205916;PPLMUPRRGVESD 38x202xRL;MU;38.0;202.0;;MU38;MU 38x202;True
1205917;PPLMUPRRGVESD 33x77xRL;MU;33.0;77.0;;MU33;MU 33x77;True
1205918;PPLMUPRRGSESD 38x77xRL;MU;38.0;77.0;;MU38;MU 38x77;True
1205919;PPLMUPRRGSESD 38x95xRL;MU;38.0;95.0;;MU38;MU 38x95;True
1205920;PPLMUPRRGSESD 38x98xRL;MU;38.0;98.0;;MU38;MU 38x98;True
1205921;PPLMUPRRGSESD 38x104xRL;MU;38.0;104.0;;MU38;MU 38x104;True
1205922;PPLMUPRRGSESD 38x129xRL;MU;38.0;129.0;;MU38;MU 38x129;True
1205923;PPLMUPRRGSESD 38x148xRL;MU;38.0;148.0;;MU38;MU 38x148;True
1205924;PPLMUPRRGSESD 38x150xRL;MU;38.0;150.0;;MU38;MU 38x150;True
1205925;PPLMUPRRGSESD 38x194xRL;MU;38.0;194.0;;MU38;MU 38x194;True
1205926;PPLMUPRRGSESD 38x202xRL;MU;38.0;202.0;;MU38;MU 38x202;True
1205927;PPLMUPRRGSESD 33x77xRL;MU;33.0;77.0;;MU33;MU 33x77;True
1205976;PPLMUPRRGVESD 23x155xRL;MU;23.0;155.0;;MU23;MU 23x155;True
1205977;PPLMUPRRGVESD 26x155xRL;MU;26.0;155.0;;MU26;MU 26x155;True
1205978;PPLMUPRRGVESD 38x155xRL;MU;38.0;155.0;;MU38;MU 38x155;True
1205979;PPLMUPRRGSESD 23x155xRL;MU;23.0;155.0;;MU23;MU 23x155;True
1205980;PPLMUPRRGSESD 26x155xRL;MU;26.0;155.0;;MU26;MU 26x155;True
1205981;PPLMUPRRGSESD 38x155xRL;MU;38.0;155.0;;MU38;MU 38x155;True
1205992;PPLMUPRRGVESD 21x77xRL;MU;21.0;77.0;;MU21;MU 21x77;True
1205993;PPLMUPRRGSESD 21x77xRL;MU;21.0;77.0;;MU21;MU 21x77;True
1205994;PPLMUPRRGVESD 21x95xRL;MU;21.0;95.0;;MU21;MU 21x95;True
1205995;PPLMUPRRGVESD 21x98xRL;MU;21.0;98.0;;MU21;MU 21x98;True
1205996;PPLMUPRRGVESD 21x104xRL;MU;21.0;104.0;;MU21;MU 21x104;True
1205998;PPLMUPRRGVESD 21x129xRL;MU;21.0;129.0;;MU21;MU 21x129;True
1205999;PPLMUPRRGVESD 21x148xRL;MU;21.0;148.0;;MU21;MU 21x148;True
1206000;PPLMUPRRGVESD 21x150xRL;MU;21.0;150.0;;MU21;MU 21x150;True
1206001;PPLMUPRRGVESD 21x194xRL;MU;21.0;194.0;;MU21;MU 21x194;True
1206002;PPLMUPRRGVESD 21x202xRL;MU;21.0;202.0;;MU21;MU 21x202;True
1206003;PPLMUPRRGVESD 33x95xRL;MU;33.0;95.0;;MU33;MU 33x95;True
1206004;PPLMUPRRGSESD 21x95xRL;MU;21.0;95.0;;MU21;MU 21x95;True
1206005;PPLMUPRRGSESD 21x98xRL;MU;21.0;98.0;;MU21;MU 21x98;True
1206007;PPLMUPRRGSESD 21x104xRL;MU;21.0;104.0;;MU21;MU 21x104;True
1206008;PPLMUPRRGSESD 21x129xRL;MU;21.0;129.0;;MU21;MU 21x129;True
1206009;PPLMUPRRGSESD 21x148xRL;MU;21.0;148.0;;MU21;MU 21x148;True
1206010;PPLMUPRRGSESD 21x150xRL;MU;21.0;150.0;;MU21;MU 21x150;True
1206011;PPLMUPRRGSESD 21x194xRL;MU;21.0;194.0;;MU21;MU 21x194;True
1206012;PPLMUPRRGSESD 21x202xRL;MU;21.0;202.0;;MU21;MU 21x202;True
1206013;PPLMUPRRGSESD 33x95xRL;MU;33.0;95.0;;MU33;MU 33x95;True
1206024;PPLMUPRRGVESD 29x77xRL;MU;29.0;77.0;;MU29;MU 29x77;True
1206025;PPLMUPRRGVESD 29x104xRL;MU;29.0;104.0;;MU29;MU 29x104;True
1206026;PPLMUPRRGVESD 29x129xRL;MU;29.0;129.0;;MU29;MU 29x129;True
1206027;PPLMUPRRGVESD 29x150xRL;MU;29.0;150.0;;MU29;MU 29x150;True
1206028;PPLMUPRRGVESD 29x202xRL;MU;29.0;202.0;;MU29;MU 29x202;True
1206072;PPLMUPRRGSESD 29x77xRL;MU;29.0;77.0;;MU29;MU 29x77;True
1206073;PPLMUPRRGSESD 29x104xRL;MU;29.0;104.0;;MU29;MU 29x104;True
1206074;PPLMUPRRGSESD 29x129xRL;MU;29.0;129.0;;MU29;MU 29x129;True
1206075;PPLMUPRRGSESD 29x150xRL;MU;29.0;150.0;;MU29;MU 29x150;True
1206076;PPLMUPRRGSESD 29x202xRL;MU;29.0;202.0;;MU29;MU 29x202;True
1206115;PPLMUPRRGVESD 29x210xRL;MU;29.0;210.0;;MU29;MU 29x210;True
1206116;PPLMUPRRGSESD 29x210xRL;MU;29.0;210.0;;MU29;MU 29x210;True
1206125;PPLMUPRRGVESD 28x194xRL;MU;28.0;194.0;;MU28;MU 28x194;True
1206126;PPLMUPRRGSESD 28x194xRL;MU;28.0;194.0;;MU28;MU 28x194;True
1206127;PPLMUPRRGVESD 28x155xRL;MU;28.0;155.0;;MU28;MU 28x155;True
1206128;PPLMUPRRGSESD 28x155xRL;MU;28.0;155.0;;MU28;MU 28x155;True
1206129;PPLMUPRRGVESD 29x98xRL;MU;29.0;98.0;;MU29;MU 29x98;True
1206130;PPLMUPRRGSESD 29x98xRL;MU;29.0;98.0;;MU29;MU 29x98;True
1206145;PPLMUPRRGVESD 33x98xRL;MU;33.0;98.0;;MU33;MU 33x98;True
1206146;PPLMUPRRGVESD 33x104xRL;MU;33.0;104.0;;MU33;MU 33x104;True
1206147;PPLMUPRRGVESD 33x129xRL;MU;33.0;129.0;;MU33;MU 33x129;True
1206148;PPLMUPRRGVESD 33x148xRL;MU;33.0;148.0;;MU33;MU 33x148;True
1206149;PPLMUPRRGVESD 33x150xRL;MU;33.0;150.0;;MU33;MU 33x150;True
1206150;PPLMUPRRGVESD 33x194xRL;MU;33.0;194.0;;MU33;MU 33x194;True
1206161;PPLMUPRRGVESD 33x202xRL;MU;33.0;202.0;;MU33;MU 33x202;True
1206162;PPLMUPRRGSESD 33x98xRL;MU;33.0;98.0;;MU33;MU 33x98;True
1206163;PPLMUPRRGSESD 33x104xRL;MU;33.0;104.0;;MU33;MU 33x104;True
1206164;PPLMUPRRGSESD 33x129xRL;MU;33.0;129.0;;MU33;MU 33x129;True
1206165;PPLMUPRRGSESD 33x148xRL;MU;33.0;148.0;;MU33;MU 33x148;True
1206166;PPLMUPRRGSESD 33x150xRL;MU;33.0;150.0;;MU33;MU 33x150;True
1206167;PPLMUPRRGSESD 33x194xRL;MU;33.0;194.0;;MU33;MU 33x194;True
1206168;PPLMUPRRGSESD 33x202xRL;MU;33.0;202.0;;MU33;MU 33x202;True
1206183;PPLMUPRRGVESD 26x118xRL;MU;26.0;118.0;;MU26;MU 26x118;True
1206184;PPLMUPRRGSESD 26x118xRL;MU;26.0;118.0;;MU26;MU 26x118;True
1206213;PPLMUPRRGVESD 33x157xRL;MU;33.0;157.0;;MU33;MU 33x157;True
1206214;PPLMUPRRGSESD 33x157xRL;MU;33.0;157.0;;MU33;MU 33x157;True
1206224;PPLMUPRRGVESD 23x118xRL;MU;23.0;118.0;;MU23;MU 23x118;True
1206225;PPLMUPRRGSESD 23x118xRL;MU;23.0;118.0;;MU23;MU 23x118;True
1206232;PPLMUPRRGVESD 23x131xRL;MU;23.0;131.0;;MU23;MU 23x131;True
1206233;PPLMUPRRGSESD 23x131xRL;MU;23.0;131.0;;MU23;MU 23x131;True
1206239;PPLMUPRRGVESD 38x157xRL;MU;38.0;157.0;;MU38;MU 38x157;True
1206240;PPLMUPRRGSESD 38x157xRL;MU;38.0;157.0;;MU38;MU 38x157;True
1206262;PPLMUPRRGVESD 29x157xRL;MU;29.0;157.0;;MU29;MU 29x157;True
1206263;PPLMUPRRGSESD 29x157xRL;MU;29.0;157.0;;MU29;MU 29x157;True
1206477;PPLMUPRRGVESD 50x202xRL;MU;50.0;202.0;;MU50;MU 50x202;True
1206478;PPLMUPRRGSESD 50x202xRL;MU;50.0;202.0;;MU50;MU 50x202;True
1206481;PPLMUPRRGVESD 50x77xRL;MU;50.0;77.0;;MU50;MU 50x77;True
1206482;PPLMUPRRGVESD 50x104xRL;MU;50.0;104.0;;MU50;MU 50x104;True
1206483;PPLMUPRRGVESD 50x129xRL;MU;50.0;129.0;;MU50;MU 50x129;True
1206484;PPLMUPRRGVESD 50x148xRL;MU;50.0;148.0;;MU50;MU 50x148;True
1206485;PPLMUPRRGVESD 50x150xRL;MU;50.0;150.0;;MU50;MU 50x150;True
1206486;PPLMUPRRGVESD 50x194xRL;MU;50.0;194.0;;MU50;MU 50x194;True
1206487;PPLMUPRRGSESD 50x77xRL;MU;50.0;77.0;;MU50;MU 50x77;True
1206488;PPLMUPRRGSESD 50x104xRL;MU;50.0;104.0;;MU50;MU 50x104;True
1206489;PPLMUPRRGSESD 50x129xRL;MU;50.0;129.0;;MU50;MU 50x129;True
1206490;PPLMUPRRGSESD 50x148xRL;MU;50.0;148.0;;MU50;MU 50x148;True
1206491;PPLMUPRRGSESD 50x150xRL;MU;50.0;150.0;;MU50;MU 50x150;True
1206492;PPLMUPRRGSESD 50x194xRL;MU;50.0;194.0;;MU50;MU 50x194;True
1206501;PPLMUPRRGVESD 28x118xRL;MU;28.0;118.0;;MU28;MU 28x118;True
1206502;PPLMUPRRGSESD 28x118xRL;MU;28.0;118.0;;MU28;MU 28x118;True
1206527;PPLMUPRRGVESD 21x118xRL;MU;21.0;118.0;;MU21;MU 21x118;True
1206528;PPLMUPRRGSESD 21x118xRL;MU;21.0;118.0;;MU21;MU 21x118;True
1206529;PPLMUPRRGVESD 21x157xRL;MU;21.0;157.0;;MU21;MU 21x157;True
1206530;PPLMUPRRGSESD 21x157xRL;MU;21.0;157.0;;MU21;MU 21x157;True
1206531;PPLMUPRRGVESD 21x155xRL;MU;21.0;155.0;;MU21;MU 21x155;True
1206532;PPLMUPRRGSESD 21x155xRL;MU;21.0;155.0;;MU21;MU 21x155;True
1206548;PPLMUPRRGVESD 50x95xRL;MU;50.0;95.0;;MU50;MU 50x95;True
1206549;PPLMUPRRGSESD 50x95xRL;MU;50.0;95.0;;MU50;MU 50x95;True
1206559;PPLMUPRRGVESD 38x170xRL;MU;38.0;170.0;;MU38;MU 38x170;True
1206560;PPLMUPRRGSESD 38x170xRL;MU;38.0;170.0;;MU38;MU 38x170;True
1206643;PPLMUPRRGVESD 33x155xRL;MU;33.0;155.0;;MU33;MU 33x155;True
1206644;PPLMUPRRGSESD 33x155xRL;MU;33.0;155.0;;MU33;MU 33x155;True
1206714;PPLMUPRRGVESD 50x98xRL;MU;50.0;98.0;;MU50;MU 50x98;True
1206715;PPLMUPRRGSESD 50x98xRL;MU;50.0;98.0;;MU50;MU 50x98;True
1206733;PPLMUPRRGVESD 50x155xRL;MU;50.0;155.0;;MU50;MU 50x155;True
1206734;PPLMUPRRGSESD 50x155xRL;MU;50.0;155.0;;MU50;MU 50x155;True
1206771;PPLMUPRRGVESD 38x118xRL;MU;38.0;118.0;;MU38;MU 38x118;True
1206772;PPLMUPRRGSESD 38x118xRL;MU;38.0;118.0;;MU38;MU 38x118;True
1207227;PPLMUPRRGVESD 29x194xRL;MU;29.0;194.0;;MU29;MU 29x194;True
1207228;PPLMUPRRGSESD 29x194xRL;MU;29.0;194.0;;MU29;MU 29x194;True
1207364;PPLMUPRRGVESD 50x157xRL;MU;50.0;157.0;;MU50;MU 50x157;True
1207365;PPLMUPRRGSESD 50x157xRL;MU;50.0;157.0;;MU50;MU 50x157;True
1207621;PPLMUPRRGVESD 29x118xRL;MU;29.0;118.0;;MU29;MU 29x118;True
1207623;PPLMUPRRGSESD 29x118xRL;MU;29.0;118.0;;MU29;MU 29x118;True
1207702;PPLMUPRRGVESD 38x145xRL;MU;38.0;145.0;;MU38;MU 38x145;True
1207703;PPLMUPRRGSESD 38x145RL;MU;38.0;145.0;;MU38;MU 38x145;True
1207961;PPLMUPRRGVESD 46x77xRL;MU;46.0;77.0;;MU46;MU 46x77;True
1207962;PPLMUPRRGSESD 46x77xRL;MU;46.0;77.0;;MU46;MU 46x77;True
1207963;PPLMUPRRGVESD 46x104xRL;MU;46.0;104.0;;MU46;MU 46x104;True
1207964;PPLMUPRRGSESD 46x104xRL;MU;46.0;104.0;;MU46;MU 46x104;True
1207965;PPLMUPRRGVESD 46x129xRL;MU;46.0;129.0;;MU46;MU 46x129;True
1207966;PPLMUPRRGSESD 46x129xRL;MU;46.0;129.0;;MU46;MU 46x129;True
1207967;PPLMUPRRGVESD 46x150xRL;MU;46.0;150.0;;MU46;MU 46x150;True
1207968;PPLMUPRRGSESD 46x150xRL;MU;46.0;150.0;;MU46;MU 46x150;True
1207969;PPLMUPRRGVESD 46x157xRL;MU;46.0;157.0;;MU46;MU 46x157;True
1207970;PPLMUPRRGSESD 46x157xRL;MU;46.0;157.0;;MU46;MU 46x157;True
1207971;PPLMUPRRGVESD 46x202xRL;MU;46.0;202.0;;MU46;MU 46x202;True
1207972;PPLMUPRRGSESD 46x202xRL;MU;46.0;202.0;;MU46;MU 46x202;True
1207979;PPLMUPRRGVESD 18x77xRL;MU;18.0;77.0;;MU18;MU 18x77;True
1207980;PPLMUPRRGVESD 18x104xRL;MU;18.0;104.0;;MU18;MU 18x104;True
1207981;PPLMUPRRGSESD 18x104xRL;MU;18.0;104.0;;MU18;MU 18x104;True
1207982;PPLMUPRRGSESD 18x77xRL;MU;18.0;77.0;;MU18;MU 18x77;True
1207983;PPLMUPRRGVESD 18x129xRL;MU;18.0;129.0;;MU18;MU 18x129;True
1207984;PPLMUPRRGSESD 18x129xRL;MU;18.0;129.0;;MU18;MU 18x129;True
1207985;PPLMUPRRGVESD 18x150xRL;MU;18.0;150.0;;MU18;MU 18x150;True
1207986;PPLMUPRRGSESD 18x150xRL;MU;18.0;150.0;;MU18;MU 18x150;True
1207987;PPLMUPRRGVESD 18x157xRL;MU;18.0;157.0;;MU18;MU 18x157;True
1207988;PPLMUPRRGSESD 18x157xRL;MU;18.0;157.0;;MU18;MU 18x157;True
1207989;PPLMUPRRGVESD 18x202xRL;MU;18.0;202.0;;MU18;MU 18x202;True
1207990;PPLMUPRRGSESD 18x202xRL;MU;18.0;202.0;;MU18;MU 18x202;True
1208151;PPLMUPRRGVESD 46x98xRL;MU;46.0;98.0;;MU46;MU 46x98;True
1208152;PPLMUPRRGSESD 46x98xRL;MU;46.0;98.0;;MU46;MU 46x98;True
1208164;PPLMUPRRGVESD 38x140xRL;MU;38.0;140.0;;MU38;MU 38x140;True
1208165;PPLMUPRRGSESD 38x140xRL;MU;38.0;140.0;;MU38;MU 38x140;True
1208202;PPLMUPRRGVESD 23x89xRL;MU;23.0;89.0;;MU23;MU 23x89;True
1208203;PPLMUPRRGSESD 23x89xRL;MU;23.0;89.0;;MU23;MU 23x89;True
1208206;PPLMUPRRGVESD 29x89xRL;MU;29.0;89.0;;MU29;MU 29x89;True
1208207;PPLMUPRRGSESD 29x89xRL;MU;29.0;89.0;;MU29;MU 29x89;True
1208256;PPLMUPRRGVESD 18x98xRL;MU;18.0;98.0;;MU18;MU 18x98;True
1208258;PPLMUPRRGSESD 18x98xRL;MU;18.0;98.0;;MU18;MU 18x98;True
